Header	GO
SL1344_RS12140	GO:0006082;GO:0006139;GO:0006163;GO:0006164;GO:0006629;GO:0006631;GO:0006633;GO:0006637;GO:0006725;GO:0006753;GO:0006790;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0008610;GO:0009058;GO:0009117;GO:0009150;GO:0009152;GO:0009165;GO:0009259;GO:0009260;GO:0009987;GO:0016053;GO:0018130;GO:0019438;GO:0019637;GO:0019693;GO:0019752;GO:0032787;GO:0033865;GO:0033866;GO:0033875;GO:0034030;GO:0034032;GO:0034033;GO:0034641;GO:0034654;GO:0035383;GO:0043436;GO:0043603;GO:0043604;GO:0044237;GO:0044238;GO:0044249;GO:0044255;GO:0044271;GO:0044272;GO:0044281;GO:0044283;GO:0046390;GO:0046394;GO:0046483;GO:0055086;GO:0071704;GO:0072330;GO:0072521;GO:0072522;GO:0090407;GO:1901135;GO:1901137;GO:1901293;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS12150	GO:0001522;GO:0006139;GO:0006396;GO:0006399;GO:0006400;GO:0006725;GO:0006807;GO:0008033;GO:0008150;GO:0008152;GO:0009451;GO:0009987;GO:0016070;GO:0034470;GO:0034641;GO:0034660;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS12155	GO:0006082;GO:0006520;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009987;GO:0016053;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044249;GO:0044281;GO:0044283;GO:0046394;GO:0071704;GO:1901564;GO:1901566;GO:1901576
SL1344_RS12160	GO:0006725;GO:0006766;GO:0006767;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009110;GO:0009987;GO:0018130;GO:0019438;GO:0034641;GO:0042364;GO:0044237;GO:0044249;GO:0044271;GO:0044281;GO:0044283;GO:0046483;GO:0071704;GO:0072524;GO:0072525;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576;GO:1901615;GO:1901617
SL1344_RS12165	GO:0008150;GO:0009889;GO:0010468;GO:0010556;GO:0019222;GO:0050789;GO:0060255;GO:0065007
SL1344_RS12195	GO:0006508;GO:0006807;GO:0008150;GO:0008152;GO:0019538;GO:0043170;GO:0044238;GO:0051604;GO:0071704;GO:1901564
SL1344_RS12200	GO:0006082;GO:0006629;GO:0006631;GO:0006633;GO:0008150;GO:0008152;GO:0008610;GO:0009058;GO:0009987;GO:0016053;GO:0019752;GO:0032787;GO:0043436;GO:0044237;GO:0044238;GO:0044249;GO:0044255;GO:0044281;GO:0044283;GO:0046394;GO:0071704;GO:0072330;GO:1901576
SL1344_RS12205	GO:0006139;GO:0006396;GO:0006399;GO:0006400;GO:0006725;GO:0006807;GO:0008033;GO:0008150;GO:0008152;GO:0009451;GO:0009987;GO:0016070;GO:0034470;GO:0034641;GO:0034660;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS12225	GO:0000270;GO:0006022;GO:0006508;GO:0006807;GO:0008150;GO:0008152;GO:0019538;GO:0030203;GO:0043170;GO:0044238;GO:0071704;GO:1901135;GO:1901564
SL1344_RS12230	GO:0006082;GO:0006520;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009072;GO:0009073;GO:0009423;GO:0009987;GO:0016053;GO:0019438;GO:0019752;GO:0043436;GO:0043648;GO:0043650;GO:0044237;GO:0044238;GO:0044249;GO:0044281;GO:0044283;GO:0046394;GO:0046417;GO:0071704;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS12235	GO:0006807;GO:0008150;GO:0008152;GO:0019538;GO:0032259;GO:0036211;GO:0043170;GO:0043412;GO:0044238;GO:0071704;GO:1901564
SL1344_RS12245	GO:0006807;GO:0008150;GO:0008152;GO:0019538;GO:0036211;GO:0043170;GO:0043412;GO:0044238;GO:0071704;GO:1901564
SL1344_RS12250	GO:0006082;GO:0006629;GO:0006631;GO:0008150;GO:0008152;GO:0009056;GO:0009987;GO:0016042;GO:0016054;GO:0019752;GO:0032787;GO:0043436;GO:0044237;GO:0044238;GO:0044242;GO:0044248;GO:0044255;GO:0044281;GO:0044282;GO:0046395;GO:0071704;GO:0072329;GO:1901575
SL1344_RS12255	GO:0006082;GO:0006629;GO:0006631;GO:0008150;GO:0008152;GO:0009056;GO:0009987;GO:0016042;GO:0016054;GO:0019752;GO:0032787;GO:0043436;GO:0044237;GO:0044238;GO:0044242;GO:0044248;GO:0044255;GO:0044281;GO:0044282;GO:0046395;GO:0071704;GO:0072329;GO:1901575
SL1344_RS12285	GO:0006508;GO:0006807;GO:0008150;GO:0008152;GO:0019538;GO:0043170;GO:0044238;GO:0071704;GO:1901564
SL1344_RS12290	GO:0000160;GO:0006355;GO:0007165;GO:0008150;GO:0009889;GO:0009987;GO:0010468;GO:0010556;GO:0019219;GO:0019222;GO:0031323;GO:0031326;GO:0035556;GO:0050789;GO:0050794;GO:0051171;GO:0051252;GO:0060255;GO:0065007;GO:0080090;GO:2001141
SL1344_RS12325	GO:0000271;GO:0005975;GO:0005976;GO:0006082;GO:0006629;GO:0006643;GO:0006644;GO:0006664;GO:0006793;GO:0006796;GO:0006950;GO:0008150;GO:0008152;GO:0008610;GO:0008653;GO:0008654;GO:0009058;GO:0009059;GO:0009103;GO:0009245;GO:0009247;GO:0009628;GO:0009987;GO:0016051;GO:0016053;GO:0019637;GO:0019752;GO:0043170;GO:0043436;GO:0043648;GO:0043650;GO:0044237;GO:0044238;GO:0044249;GO:0044255;GO:0044281;GO:0044283;GO:0046394;GO:0046467;GO:0046493;GO:0050896;GO:0071704;GO:0090407;GO:1901135;GO:1901137;GO:1901269;GO:1901271;GO:1901576;GO:1903509
SL1344_RS12330	GO:0008150;GO:0008152;GO:0009058
SL1344_RS12335	GO:0005975;GO:0006082;GO:0006090;GO:0006091;GO:0006096;GO:0008150;GO:0008152;GO:0009056;GO:0009987;GO:0016052;GO:0019752;GO:0032787;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0071704;GO:1901575
SL1344_RS12345	GO:0006082;GO:0008150;GO:0008152;GO:0009987;GO:0019752;GO:0043436;GO:0044237;GO:0044281;GO:0071704
SL1344_RS12395	GO:0006082;GO:0006139;GO:0006399;GO:0006418;GO:0006520;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0016070;GO:0019752;GO:0034641;GO:0034660;GO:0043038;GO:0043039;GO:0043170;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0046483;GO:0071704;GO:0090304;GO:1901360;GO:1901564
SL1344_RS12435	GO:0006139;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009116;GO:0009987;GO:0034641;GO:0044237;GO:0044238;GO:0044281;GO:0046483;GO:0055086;GO:0071704;GO:1901135;GO:1901360;GO:1901564;GO:1901657
SL1344_RS12460	GO:0006139;GO:0006259;GO:0006260;GO:0006281;GO:0006725;GO:0006807;GO:0006950;GO:0006974;GO:0008150;GO:0008152;GO:0009987;GO:0033554;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0050896;GO:0051716;GO:0071704;GO:0090304;GO:1901360
SL1344_RS12465	GO:0000910;GO:0008150;GO:0009987;GO:0016043;GO:0022402;GO:0022414;GO:0022607;GO:0032506;GO:0043093;GO:0071840;GO:0090529
SL1344_RS12470	GO:0000096;GO:0000097;GO:0006082;GO:0006520;GO:0006534;GO:0006790;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009069;GO:0009070;GO:0009987;GO:0016053;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044249;GO:0044272;GO:0044281;GO:0044283;GO:0046394;GO:0071704;GO:1901564;GO:1901566;GO:1901576;GO:1901605;GO:1901607
SL1344_RS12475	GO:0000096;GO:0000097;GO:0006082;GO:0006520;GO:0006534;GO:0006790;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009069;GO:0009070;GO:0009987;GO:0016053;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044249;GO:0044272;GO:0044281;GO:0044283;GO:0046394;GO:0071704;GO:1901564;GO:1901566;GO:1901576;GO:1901605;GO:1901607
SL1344_RS12485	GO:0006810;GO:0008150;GO:0008643;GO:0009401;GO:0009987;GO:0034219;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0098657;GO:0098704;GO:0098739
SL1344_RS12490	GO:0006793;GO:0006796;GO:0006810;GO:0008150;GO:0008152;GO:0008643;GO:0009401;GO:0009987;GO:0016310;GO:0034219;GO:0044237;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0098657;GO:0098704;GO:0098739
SL1344_RS12495	GO:0006810;GO:0008150;GO:0008643;GO:0009401;GO:0009987;GO:0034219;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0098657;GO:0098704;GO:0098739
SL1344_RS12505	GO:0006081;GO:0006725;GO:0006766;GO:0006767;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009110;GO:0009987;GO:0016310;GO:0018130;GO:0019438;GO:0019637;GO:0034641;GO:0042364;GO:0043094;GO:0044237;GO:0044249;GO:0044271;GO:0044281;GO:0044283;GO:0046483;GO:0071704;GO:0072524;GO:0072525;GO:0090407;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576;GO:1901615;GO:1901617
SL1344_RS12515	GO:0006082;GO:0006520;GO:0006541;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009064;GO:0009987;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044249;GO:0044281;GO:0071704;GO:1901564;GO:1901566;GO:1901576;GO:1901605
SL1344_RS12530	GO:0000096;GO:0000097;GO:0006082;GO:0006520;GO:0006534;GO:0006790;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009069;GO:0009070;GO:0009987;GO:0016053;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044249;GO:0044272;GO:0044281;GO:0044283;GO:0046394;GO:0071704;GO:1901564;GO:1901566;GO:1901576;GO:1901605;GO:1901607
SL1344_RS12550	GO:0006810;GO:0008150;GO:0009987;GO:0015698;GO:0051179;GO:0051234;GO:0055085;GO:0071705;GO:0098660
SL1344_RS12580	GO:0000270;GO:0006022;GO:0006026;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009057;GO:0030203;GO:0043170;GO:0071704;GO:1901135;GO:1901136;GO:1901564;GO:1901565;GO:1901575
SL1344_RS12585	GO:0006725;GO:0006778;GO:0006779;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009987;GO:0018130;GO:0019438;GO:0033013;GO:0033014;GO:0034641;GO:0044237;GO:0044249;GO:0044271;GO:0046483;GO:0071704;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS12615	GO:0006066;GO:0006082;GO:0006520;GO:0006576;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009308;GO:0009987;GO:0019752;GO:0034308;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0044282;GO:0046164;GO:0071704;GO:1901564;GO:1901565;GO:1901575;GO:1901615;GO:1901616
SL1344_RS12620	GO:0006066;GO:0006082;GO:0006520;GO:0006576;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009308;GO:0009987;GO:0019752;GO:0034308;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0044282;GO:0046164;GO:0071704;GO:1901564;GO:1901565;GO:1901575;GO:1901615;GO:1901616
SL1344_RS12625	GO:0006066;GO:0006576;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009308;GO:0034308;GO:0044281;GO:0044282;GO:0046164;GO:0071704;GO:1901564;GO:1901565;GO:1901575;GO:1901615;GO:1901616
SL1344_RS12665	GO:0006066;GO:0006576;GO:0006725;GO:0006766;GO:0006767;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009110;GO:0009235;GO:0009236;GO:0009308;GO:0009987;GO:0018130;GO:0019438;GO:0033013;GO:0033014;GO:0034308;GO:0034641;GO:0042364;GO:0044237;GO:0044249;GO:0044271;GO:0044281;GO:0044283;GO:0046483;GO:0071704;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576;GO:1901615
SL1344_RS12670	GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0009987;GO:0016310;GO:0044237
SL1344_RS12675	GO:0006576;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009308;GO:0009987;GO:0016310;GO:0044237;GO:0071704;GO:1901564
SL1344_RS12685	GO:0006139;GO:0006259;GO:0006310;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS12690	GO:0006082;GO:0008150;GO:0008152;GO:0009987;GO:0019752;GO:0043436;GO:0043648;GO:0044237;GO:0044281;GO:0071704
SL1344_RS12695	GO:0005975;GO:0006091;GO:0006139;GO:0006163;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009117;GO:0009987;GO:0019362;GO:0019637;GO:0034641;GO:0044237;GO:0044238;GO:0044281;GO:0046483;GO:0046496;GO:0055086;GO:0071704;GO:0072521;GO:0072524;GO:1901135;GO:1901360;GO:1901564
SL1344_RS12720	GO:0006508;GO:0006807;GO:0008150;GO:0008152;GO:0019538;GO:0043170;GO:0044238;GO:0071704;GO:1901564
SL1344_RS12735	GO:0006810;GO:0008150;GO:0051179;GO:0051234
SL1344_RS12745	GO:0006082;GO:0006520;GO:0006553;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009066;GO:0009067;GO:0009085;GO:0009089;GO:0009987;GO:0016053;GO:0019752;GO:0043436;GO:0043648;GO:0043650;GO:0044237;GO:0044238;GO:0044249;GO:0044281;GO:0044283;GO:0046394;GO:0046451;GO:0071704;GO:1901564;GO:1901566;GO:1901576;GO:1901605;GO:1901607
SL1344_RS12755	GO:0006139;GO:0006396;GO:0006399;GO:0006400;GO:0006725;GO:0006807;GO:0008033;GO:0008150;GO:0008152;GO:0009451;GO:0009987;GO:0016070;GO:0034470;GO:0034641;GO:0034660;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS12765	GO:0006139;GO:0006163;GO:0006164;GO:0006188;GO:0006189;GO:0006725;GO:0006753;GO:0006766;GO:0006767;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009110;GO:0009117;GO:0009123;GO:0009124;GO:0009126;GO:0009127;GO:0009150;GO:0009152;GO:0009156;GO:0009161;GO:0009165;GO:0009167;GO:0009168;GO:0009235;GO:0009236;GO:0009259;GO:0009260;GO:0009987;GO:0018130;GO:0019438;GO:0019637;GO:0019693;GO:0033013;GO:0033014;GO:0034641;GO:0034654;GO:0042364;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0044283;GO:0046040;GO:0046390;GO:0046483;GO:0055086;GO:0071704;GO:0072521;GO:0072522;GO:0090407;GO:1901135;GO:1901137;GO:1901293;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS12770	GO:0008104;GO:0008150;GO:0009987;GO:0016043;GO:0022607;GO:0033036;GO:0043165;GO:0045184;GO:0051179;GO:0051234;GO:0051641;GO:0051668;GO:0061024;GO:0070727;GO:0071709;GO:0071840;GO:0072657
SL1344_RS12775	GO:0006082;GO:0006520;GO:0006553;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009066;GO:0009067;GO:0009085;GO:0009089;GO:0009987;GO:0016053;GO:0019752;GO:0043436;GO:0043648;GO:0043650;GO:0044237;GO:0044238;GO:0044249;GO:0044281;GO:0044283;GO:0046394;GO:0046451;GO:0071704;GO:1901564;GO:1901566;GO:1901576;GO:1901605;GO:1901607
SL1344_RS12780	GO:0006355;GO:0008150;GO:0009889;GO:0010468;GO:0010556;GO:0019219;GO:0019222;GO:0031323;GO:0031326;GO:0050789;GO:0050794;GO:0051171;GO:0051252;GO:0060255;GO:0065007;GO:0080090;GO:2001141
SL1344_RS12790	GO:0006082;GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0009987;GO:0016310;GO:0044237;GO:0044281;GO:0071704
SL1344_RS12800	GO:0006457;GO:0006508;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0019538;GO:0043170;GO:0044238;GO:0061077;GO:0071704;GO:1901564
SL1344_RS12810	GO:0006139;GO:0006259;GO:0006260;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009892;GO:0009987;GO:0010605;GO:0019219;GO:0019222;GO:0031323;GO:0031324;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0045934;GO:0046483;GO:0048519;GO:0048523;GO:0050789;GO:0050794;GO:0051171;GO:0051172;GO:0060255;GO:0065007;GO:0071704;GO:0080090;GO:0090304;GO:1901360
SL1344_RS12820	GO:0006139;GO:0006206;GO:0006220;GO:0006221;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009112;GO:0009117;GO:0009123;GO:0009124;GO:0009129;GO:0009130;GO:0009156;GO:0009161;GO:0009165;GO:0009218;GO:0009220;GO:0009259;GO:0009260;GO:0009987;GO:0018130;GO:0019438;GO:0019637;GO:0019693;GO:0034641;GO:0034654;GO:0043094;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046112;GO:0046390;GO:0046483;GO:0055086;GO:0071704;GO:0072527;GO:0072528;GO:0090407;GO:1901135;GO:1901137;GO:1901293;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS12825	GO:0006139;GO:0006163;GO:0006164;GO:0006188;GO:0006189;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009117;GO:0009123;GO:0009124;GO:0009126;GO:0009127;GO:0009150;GO:0009152;GO:0009156;GO:0009161;GO:0009165;GO:0009167;GO:0009168;GO:0009259;GO:0009260;GO:0009987;GO:0018130;GO:0019438;GO:0019637;GO:0019693;GO:0034641;GO:0034654;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046040;GO:0046390;GO:0046483;GO:0055086;GO:0071704;GO:0072521;GO:0072522;GO:0090407;GO:1901135;GO:1901137;GO:1901293;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS12830	GO:0006139;GO:0006163;GO:0006164;GO:0006188;GO:0006189;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009117;GO:0009123;GO:0009124;GO:0009126;GO:0009127;GO:0009150;GO:0009152;GO:0009156;GO:0009161;GO:0009165;GO:0009167;GO:0009168;GO:0009259;GO:0009260;GO:0009987;GO:0018130;GO:0019438;GO:0019637;GO:0019693;GO:0034641;GO:0034654;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046040;GO:0046390;GO:0046483;GO:0055086;GO:0071704;GO:0072521;GO:0072522;GO:0090407;GO:1901135;GO:1901137;GO:1901293;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS12835	GO:0006082;GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0009058;GO:0009987;GO:0016310;GO:0019637;GO:0043436;GO:0044237;GO:0044249;GO:0044281;GO:0071704
SL1344_RS12840	GO:0006793;GO:0008150;GO:0008152;GO:0009987;GO:0044237
SL1344_RS12870	GO:0006082;GO:0006520;GO:0006541;GO:0006807;GO:0008150;GO:0008152;GO:0009064;GO:0009987;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0071704;GO:1901564;GO:1901605
SL1344_RS12875	GO:0006139;GO:0006163;GO:0006164;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009117;GO:0009123;GO:0009124;GO:0009126;GO:0009127;GO:0009150;GO:0009152;GO:0009156;GO:0009161;GO:0009165;GO:0009167;GO:0009168;GO:0009259;GO:0009260;GO:0009987;GO:0018130;GO:0019438;GO:0019637;GO:0019693;GO:0034641;GO:0034654;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046390;GO:0046483;GO:0055086;GO:0071704;GO:0072521;GO:0072522;GO:0090407;GO:1901135;GO:1901137;GO:1901293;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS12880	GO:0006139;GO:0006259;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009057;GO:0009987;GO:0019439;GO:0034641;GO:0034655;GO:0043170;GO:0044237;GO:0044238;GO:0044248;GO:0044270;GO:0046483;GO:0046700;GO:0071704;GO:0090304;GO:1901360;GO:1901361;GO:1901575
SL1344_RS12905	GO:0007155;GO:0008150;GO:0009987
SL1344_RS12915	GO:0008150;GO:0009987;GO:0071840
SL1344_RS12920	GO:0008104;GO:0008150;GO:0009987;GO:0016043;GO:0022607;GO:0033036;GO:0043165;GO:0045184;GO:0051179;GO:0051234;GO:0051641;GO:0051668;GO:0061024;GO:0070727;GO:0071709;GO:0071840;GO:0072657
SL1344_RS12930	GO:0006082;GO:0006139;GO:0006399;GO:0006418;GO:0006520;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0016070;GO:0019752;GO:0034641;GO:0034660;GO:0043038;GO:0043039;GO:0043170;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0046483;GO:0071704;GO:0090304;GO:1901360;GO:1901564
SL1344_RS12935	GO:0006081;GO:0006082;GO:0006090;GO:0006629;GO:0006644;GO:0006720;GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0008299;GO:0008610;GO:0008654;GO:0009058;GO:0009987;GO:0019637;GO:0019752;GO:0032787;GO:0043436;GO:0044237;GO:0044238;GO:0044249;GO:0044255;GO:0044281;GO:0071704;GO:0090407;GO:1901135;GO:1901576
SL1344_RS12940	GO:0008150;GO:0008360;GO:0022603;GO:0022604;GO:0050789;GO:0050793;GO:0065007;GO:0065008
SL1344_RS12945	GO:0006139;GO:0006364;GO:0006396;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009451;GO:0009987;GO:0016070;GO:0016072;GO:0032259;GO:0034470;GO:0034641;GO:0034660;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS12950	GO:0006139;GO:0006163;GO:0006164;GO:0006220;GO:0006221;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009117;GO:0009150;GO:0009152;GO:0009165;GO:0009218;GO:0009220;GO:0009259;GO:0009260;GO:0009987;GO:0016310;GO:0018130;GO:0019438;GO:0019637;GO:0019693;GO:0034641;GO:0034654;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046390;GO:0046483;GO:0055086;GO:0071704;GO:0072521;GO:0072522;GO:0072527;GO:0072528;GO:0090407;GO:1901135;GO:1901137;GO:1901293;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS12960	GO:0006091;GO:0008150;GO:0008152;GO:0009987;GO:0022900;GO:0022904;GO:0044237
SL1344_RS12975	GO:0000270;GO:0006022;GO:0006023;GO:0006024;GO:0006508;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009252;GO:0019538;GO:0030203;GO:0043170;GO:0044038;GO:0044238;GO:0071704;GO:1901135;GO:1901137;GO:1901564;GO:1901566;GO:1901576
SL1344_RS13000	GO:0006508;GO:0006807;GO:0008150;GO:0008152;GO:0019538;GO:0043170;GO:0044238;GO:0071704;GO:1901564
SL1344_RS13005	GO:0006790;GO:0008150;GO:0008152;GO:0009987;GO:0016043;GO:0016226;GO:0022607;GO:0031163;GO:0044237;GO:0071840
SL1344_RS13010	GO:0006091;GO:0008150;GO:0008152;GO:0009987;GO:0022900;GO:0044237
SL1344_RS13015	GO:0006790;GO:0008150;GO:0008152;GO:0009987;GO:0016043;GO:0016226;GO:0022607;GO:0031163;GO:0044237;GO:0071840
SL1344_RS13020	GO:0006457;GO:0006790;GO:0008150;GO:0008152;GO:0009987;GO:0016043;GO:0016226;GO:0022607;GO:0031163;GO:0043933;GO:0044237;GO:0065003;GO:0071840
SL1344_RS13025	GO:0006790;GO:0008150;GO:0008152;GO:0009987;GO:0016043;GO:0016226;GO:0022607;GO:0031163;GO:0044237;GO:0071840
SL1344_RS13030	GO:0006790;GO:0008150;GO:0008152;GO:0009987;GO:0016043;GO:0016226;GO:0022607;GO:0031163;GO:0044237;GO:0071840
SL1344_RS13035	GO:0006790;GO:0008150;GO:0008152;GO:0009987;GO:0016043;GO:0016226;GO:0022607;GO:0031163;GO:0044237;GO:0071840
SL1344_RS13045	GO:0006139;GO:0006396;GO:0006399;GO:0006725;GO:0006807;GO:0008033;GO:0008150;GO:0008152;GO:0009987;GO:0016070;GO:0034470;GO:0034641;GO:0034660;GO:0043170;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360
SL1344_RS13050	GO:0006355;GO:0006629;GO:0006644;GO:0006650;GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0008610;GO:0008654;GO:0009058;GO:0009889;GO:0009890;GO:0009891;GO:0009892;GO:0009893;GO:0009987;GO:0010468;GO:0010556;GO:0010557;GO:0010558;GO:0010604;GO:0010605;GO:0019219;GO:0019222;GO:0019637;GO:0031323;GO:0031324;GO:0031326;GO:0031327;GO:0044237;GO:0044238;GO:0044249;GO:0044255;GO:0045017;GO:0045892;GO:0045934;GO:0046474;GO:0046486;GO:0048518;GO:0048519;GO:0048523;GO:0050789;GO:0050794;GO:0051128;GO:0051171;GO:0051172;GO:0051252;GO:0051253;GO:0060255;GO:0065007;GO:0071704;GO:0080090;GO:0090407;GO:1901576;GO:1902679;GO:2001141
SL1344_RS13065	GO:0006139;GO:0006220;GO:0006221;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009117;GO:0009165;GO:0009987;GO:0018130;GO:0019438;GO:0019637;GO:0034641;GO:0034654;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046483;GO:0055086;GO:0071704;GO:0072527;GO:0072528;GO:0090407;GO:1901293;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
SL1344_RS13075	GO:0000041;GO:0006810;GO:0006811;GO:0006812;GO:0008150;GO:0009987;GO:0030001;GO:0034220;GO:0051179;GO:0051234;GO:0055085;GO:0098655;GO:0098660;GO:0098662
SL1344_RS13085	GO:0006355;GO:0008150;GO:0009889;GO:0010468;GO:0010556;GO:0019219;GO:0019222;GO:0031323;GO:0031326;GO:0050789;GO:0050794;GO:0051171;GO:0051252;GO:0060255;GO:0065007;GO:0080090;GO:2001141
